PLAYER,TEAM,COLLEGE,COUNTRY,lon,lat,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER
Mehmet Okur,UTA,None,Turkey,28.97,41.01,2001,2,37
Omer Asik,CHI,None,Turkey,28.97,41.01,2008,2,36
Semih Erden,CLE,None,Turkey,28.97,41.01,2008,2,60
Gary Forbes,DEN,Massachusetts,Panama,-79.5,8.983,Undrafted,Undrafted,Undrafted
Greivis Vasquez,MEM,Maryland,Venezuela,-66.91,10.500,2010,1,28
Hamed Haddadi,MEM,None,Iran,51.4,35.71,Undrafted,Undrafted,Undrafted
Hasheem Thabeet,HOU,Connecticut,Tanzania,39.1,-6.77,2009,1,2
Jamaal Magloire,MIA,Kentucky,Canada,-102.46,52.32,2000,1,19
Joel Anthony,MIA,UNLV,Canada,-102.46,52.32,Undrafted,Undrafted,Undrafted
Steve Nash,PHX,Santa Clara,Canada,-102.46,52.32,1996,1,15
Jose Calderon,TOR,None,Spain,-3.70,40.416,Undrafted,Undrafted,Undrafted
Marc Gasol,MEM,None,Spain,-3.70,40.416,2007,2,48
Pau Gasol,LAL,None,Spain,-3.70,40.416,2001,1,3
Rudy Fernandez,POR,None,Spain,-3.70,40.416,2007,1,24
Kyrylo Fesenko,UTA,None,Ukraine,37.80,48.00,2007,2,38
Luc Mbah a Moute,MIL,UCLA,Cameroon,9.78,4.06,2008,2,37
Luol Deng,CHI,Duke,United Kingdom,-1.080,53.95,2004,1,7
Marcin Gortat,PHX,None,Poland,21.017,52.237,2005,2,57
Nikola Pekovic,MIN,None,Montenegro,19.26,42.44,2008,2,31
Sasha Pavlovic,BOS,None,Montenegro,19.26,42.44,2003,1,19
Omri Casspi,SAC,None,Israel,35.21,31.77,2009,1,23
Raja Bell,UTA,Florida International,US Virgin Islands,-83.82,34.29,Undrafted,Undrafted,Undrafted
Tim Duncan,SAS,Wake Forest,US Virgin Islands,-83.82,34.29,1997,1,1
Samardo Samuels,CLE,Louisville,Jamaica,-77.89,18.47,Undrafted,Undrafted,Undrafted
Samuel Dalembert,SAC,Seton Hall,Haiti,-72.333,18.53,2001,1,26
Sean Marks,POR,California,New Zealand,174.77,-41.27,1998,2,44
Serge Ibaka,OKC,None,Republic of the Congo,15.82,-0.228,2008,1,24
Solomon Alabi,TOR,Florida State,Nigeria,7.49,9.072,2010,2,50
Thabo Sefolosha,OKC,None,Switzerland,6.14,46.204,2006,1,13
Yao Ming,HOU,None,China,116.38,39.916,2002,1,1
Yi Jianlian,WAS,None,China,116.38,39.916,2007,1,6
Zaza Pachulia,ATL,None,Georgia,44.78,41.71,2003,2,42
