PLAYER,TEAM,COLLEGE,COUNTRY,lon,lat,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER
Joel Embiid,PHI,Kansas,Cameroon,9.78,4.06,2014,1,3
Pascal Siakam,TOR,New Mexico State,Cameroon,9.78,4.06,2016,1,27
Josh Okogie,MIN,Georgia Tech,Nigeria,7.49,9.072,2018,1,20
Precious Achiuwa,MIA,Memphis,Nigeria,7.49,9.072,2020,1,20
Udoka Azubuike,UTA,Kansas,Nigeria,7.49,9.072,2020,1,27
Juancho Hernangomez,MIN,None,Spain,-3.70,40.416,2016,1,15
Marc Gasol,LAL,None,Spain,-3.70,40.416,2007,2,48
Ricky Rubio,MIN,None,Spain,-3.70,40.416,2009,1,5
Willy Hernangomez,NOP,None,Spain,-3.70,40.416,2015,2,35
Jusuf Nurkic,POR,None,Bosnia and Herzegovina,18.41,43.856,2014,1,16
Lauri Markkanen,CHI,Arizona,Finland,26,64,2017,1,7
Mamadi Diakite,MIL,Virginia,Guinea,-13.7,9.50,Undrafted,Undrafted,Undrafted
Nick Richards,CHA,Kentucky,Jamaica,-77.89,18.47,2020,2,42
Nikola Vucevic,CHI,Southern California,Montenegro,19.26,42.44,2011,1,16
OG Anunoby,TOR,Indiana,United Kingdom,-1.080,53.95,2017,1,23
Rui Hachimura,WAS,Gonzaga,Japan,139.83,35.65,2019,1,9
Yuta Watanabe,TOR,George Washington,Japan,139.83,35.65,Undrafted,Undrafted,Undrafted
Serge Ibaka,LAC,None,Republic of the Congo,15.82,-0.228,2008,1,24
Steven Adams,NOP,Pittsburgh,New Zealand,174.77,-41.27,2013,1,12
Thon Maker,CLE,None,South Sudan,31.57,4.85,2016,1,10
Wenyen Gabriel,NOP,Kentucky,South Sudan,31.57,4.85,Undrafted,Undrafted,Undrafted
Tomas Satoransky,CHI,None,Czech Republic,14.418,50.0,2012,2,32
