PLAYER,TEAM,COLLEGE,COUNTRY,lon,lat,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER
Tim Duncan,SAS,Wake Forest,US Virgin Islands,-83.82,34.29,1997,1,1
Slava Medvedenko,LAL,None,Ukraine,37.80,48.00,Undrafted,Undrafted,Undrafted
Vitaly Potapenko,SAC,Wright State,Ukraine,37.80,48.00,1996,1,12
Andrew Bogut,MIL,Utah,Australia,150.91,-31.083,2005,1,1
Francisco Garcia,SAC,Louisville,Dominican Republic,-69.92,18.48,2005,1,23
Johan Petro,SEA,None,France,2.29,48.85,2005,1,25
Ronny Turiaf,LAL,Gonzaga,France,2.29,48.85,2005,2,37
Boris Diaw,PHX,None,France,2.29,48.85,2003,1,21
Mickael Pietrus,GSW,None,France,2.29,48.85,2003,1,11
Tony Parker,SAS,None,France,2.29,48.85,2001,1,28
Yaroslav Korolev,LAC,None,Russia,55.75,37.61,2005,1,12
Pavel Podkolzin,DAL,None,Russia,55.75,37.61,2004,1,21
Sergei Monia,SAC,None,Russia,55.75,37.61,2004,1,23
Viktor Khryapa,POR,None,Russia,55.75,37.61,2004,1,22
Andrei Kirilenko,UTA,None,Russia,55.75,37.61,1999,1,24
Anderson Varejao,CLE,None,Brazil,-46.625,-23.533,2004,2,30
Rafael Araujo,TOR,Brigham Young,Brazil,-46.625,-23.533,2004,1,8
Leandro Barbosa,PHX,None,Brazil,-46.625,-23.533,2003,1,28
Nene,DEN,None,Brazil,-46.625,-23.533,2002,1,7
Andris Biedrins,GSW,None,Latvia,24.10,56.946,2004,1,11
Beno Udrih,SAS,None,Slovenia,14.50,46.05,2004,1,28
Sasha Vujacic,LAL,None,Slovenia,14.50,46.05,2004,1,27
Bostjan Nachbar,NJN,None,Slovenia,14.50,46.05,2002,1,15
Primoz Brezec,CHA,None,Slovenia,14.50,46.05,2000,1,27
Rasho Nesterovic,SAS,None,Slovenia,14.50,46.05,1998,1,17
Ha Ha,POR,None,South Korea,127.04,37.51,2004,2,46
Luol Deng,CHI,Duke,United Kingdom,-1.080,53.95,2004,1,7
Darko Milicic,ORL,None,Serbia,20.45,44.78,2003,1,2
Zarko Cabarkapa,GSW,None,Serbia,20.45,44.78,2003,1,17
Nenad Krstic,NJN,None,Serbia,20.45,44.78,2002,1,24
Vladimir Radmanovic,LAC,None,Serbia,20.45,44.78,2001,1,12
Marko Jaric,MIN,None,Serbia,20.45,44.78,2000,2,30
Peja Stojakovic,IND,None,Serbia,20.45,44.78,1996,1,14
Zeljko Rebraca,LAC,None,Serbia,20.45,44.78,1994,2,54
Maciej Lampe,HOU,None,Poland,21.017,52.237,2003,2,30
Sasha Pavlovic,CLE,None,Montenegro,19.26,42.44,2003,1,19
Zaza Pachulia,ATL,None,Georgia,44.78,41.71,2003,2,42
Nikoloz Tskitishvili,PHX,None,Georgia,44.78,41.71,2002,1,5
Zoran Planinic,NJN,None,Croatia,15.96,45.815,2003,1,22
Mario Kasun,ORL,None,Croatia,15.96,45.815,2002,2,40
Gordan Giricek,UTA,None,Croatia,15.96,45.815,1999,2,40
Toni Kukoc,MIL,None,Croatia,15.96,45.815,1990,2,29
Dan Gadzuric,MIL,UCLA,Netherlands,4.89,52.37,2002,2,33
Francisco Elson,DEN,California,Netherlands,4.89,52.37,1999,2,41
Jiri Welsch,MIL,None,Czech Republic,14.418,50.0,2002,1,16
Yao Ming,HOU,None,China,116.38,39.916,2002,1,1
Mehmet Okur,UTA,None,Turkey,28.97,41.01,2001,2,37
Hedo Turkoglu,ORL,None,Turkey,28.97,41.01,2000,1,16
Samuel Dalembert,PHI,Seton Hall,Haiti,-72.333,18.53,2001,1,26
Eduardo Najera,DEN,Oklahoma,Mexico,-99.1332,19.432,2000,2,38
Jake Tsakalidis,MEM,None,Greece,23.72,37.98,2000,1,25
Jamaal Magloire,MIL,Kentucky,Canada,-102.46,52.32,2000,1,19
Steve Nash,PHX,Santa Clara,Canada,-102.46,52.32,1996,1,15
Dirk Nowitzki,DAL,None,Germany,11.43,48.77,1998,1,9
Michael Olowokandi,BOS,Pacific,Nigeria,7.49,9.072,1998,1,1
Sean Marks,SAS,California,New Zealand,174.77,-41.27,1998,2,44
Adonal Foyle,GSW,Colgate,St. Vincent & Grenadines,-61.22,13.01,1997,1,8
Dikembe Mutombo,HOU,Georgetown,Congo,15.30,-4.32,1991,1,4
