PLAYER,TEAM,COLLEGE,COUNTRY,lon,lat,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER
Jonas Valanciunas,TOR,None,Lithuania,25.27,54.68,2011,1,5
Linas Kleiza,TOR,Missouri,Lithuania,25.27,54.68,2005,1,27
Enes Freedom,UTA,None,Turkey,28.97,41.01,2011,1,3
Ersan Ilyasova,MIL,None,Turkey,28.97,41.01,2005,2,36
Hedo Turkoglu,ORL,None,Turkey,28.97,41.01,2000,1,16
Omer Asik,HOU,None,Turkey,28.97,41.01,2008,2,36
Festus Ezeli,GSW,Vanderbilt,Nigeria,7.49,9.072,2012,1,30
Greivis Vasquez,NOH,Maryland,Venezuela,-66.91,10.500,2010,1,28
Gustavo Ayon,MIL,None,Mexico,-99.1332,19.432,Undrafted,Undrafted,Undrafted
Hamed Haddadi,PHX,None,Iran,51.4,35.71,Undrafted,Undrafted,Undrafted
Hasheem Thabeet,OKC,Connecticut,Tanzania,39.1,-6.77,2009,1,2
J.J. Barea,MIN,Northeastern,Puerto Rico,-66.664,18.200,Undrafted,Undrafted,Undrafted
Jan Vesely,WAS,None,Czech Republic,14.418,50.0,2011,1,6
Jeffery Taylor,CHA,Vanderbilt,Sweden,18.06,59.33,2012,2,31
Jonas Jerebko,DET,None,Sweden,18.06,59.33,2009,2,39
Joel Freeland,POR,None,United Kingdom,-1.080,53.95,2006,1,30
Luol Deng,CHI,Duke,United Kingdom,-1.080,53.95,2004,1,7
Jose Calderon,DET,None,Spain,-3.70,40.416,Undrafted,Undrafted,Undrafted
Marc Gasol,MEM,None,Spain,-3.70,40.416,2007,2,48
Pau Gasol,LAL,None,Spain,-3.70,40.416,2001,1,3
Ricky Rubio,MIN,None,Spain,-3.70,40.416,2009,1,5
Victor Claver,POR,None,Spain,-3.70,40.416,2009,1,22
Luc Mbah a Moute,MIL,UCLA,Cameroon,9.78,4.06,2008,2,37
Marcin Gortat,PHX,None,Poland,21.017,52.237,2005,2,57
Mirza Teletovic,BKN,None,Bosnia and Herzegovina,18.41,43.856,Undrafted,Undrafted,Undrafted
Nikola Pekovic,MIN,None,Montenegro,19.26,42.44,2008,2,31
Nikola Vucevic,ORL,Southern California,Montenegro,19.26,42.44,2011,1,16
Sasha Pavlovic,POR,None,Montenegro,19.26,42.44,2003,1,19
Omri Casspi,CLE,None,Israel,35.21,31.77,2009,1,23
Samardo Samuels,CLE,Louisville,Jamaica,-77.89,18.47,Undrafted,Undrafted,Undrafted
Samuel Dalembert,MIL,Seton Hall,Haiti,-72.333,18.53,2001,1,26
Serge Ibaka,OKC,None,Republic of the Congo,15.82,-0.228,2008,1,24
Thabo Sefolosha,OKC,None,Switzerland,6.14,46.204,2006,1,13
Tim Duncan,SAS,Wake Forest,US Virgin Islands,-83.82,34.29,1997,1,1
Tornike Shengelia,BKN,None,Georgia,44.78,41.71,2012,2,54
Zaza Pachulia,ATL,None,Georgia,44.78,41.71,2003,2,42
Viacheslav Kravtsov,DET,None,Ukraine,37.80,48.00,Undrafted,Undrafted,Undrafted
