PLAYER,TEAM,COLLEGE,COUNTRY,lon,lat,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER
Pascal Siakam,TOR,New Mexico State,Cameroon,9.78,4.06,2016,1,27
Josh Okogie,MIN,Georgia Tech,Nigeria,7.49,9.072,2018,1,20
Juancho Hernangomez,MIN,None,Spain,-3.70,40.416,2016,1,15
Marc Gasol,TOR,None,Spain,-3.70,40.416,2007,2,48
Ricky Rubio,PHX,None,Spain,-3.70,40.416,2009,1,5
Willy Hernangomez,CHA,None,Spain,-3.70,40.416,2015,2,35
Lauri Markkanen,CHI,Arizona,Finland,26,64,2017,1,7
Nikola Vucevic,ORL,Southern California,Montenegro,19.26,42.44,2011,1,16
Rui Hachimura,WAS,Gonzaga,Japan,139.83,35.65,2019,1,9
Yuta Watanabe,MEM,George Washington,Japan,139.83,35.65,Undrafted,Undrafted,Undrafted
Serge Ibaka,TOR,None,Republic of the Congo,15.82,-0.228,2008,1,24
Skal Labissiere,ATL,Kentucky,Haiti,-72.333,18.53,2016,1,28
Steven Adams,OKC,Pittsburgh,New Zealand,174.77,-41.27,2013,1,12
Thon Maker,DET,None,South Sudan,31.57,4.85,2016,1,10
Wenyen Gabriel,POR,Kentucky,South Sudan,31.57,4.85,Undrafted,Undrafted,Undrafted
Tomas Satoransky,CHI,None,Czech Republic,14.418,50.0,2012,2,32
