PLAYER,TEAM,COLLEGE,COUNTRY,lon,lat,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER
Greivis Vasquez,NOH,Maryland,Venezuela,-66.91,10.500,2010,1,28
Hamed Haddadi,MEM,None,Iran,51.4,35.71,Undrafted,Undrafted,Undrafted
Hasheem Thabeet,POR,Connecticut,Tanzania,39.1,-6.77,2009,1,2
Jan Vesely,WAS,None,Czech Republic,14.418,50.0,2011,1,6
Jerome Jordan,NYK,Tulsa,Jamaica,-77.89,18.47,2010,2,44
Samardo Samuels,CLE,Louisville,Jamaica,-77.89,18.47,Undrafted,Undrafted,Undrafted
Jonas Jerebko,DET,None,Sweden,18.06,59.33,2009,2,39
Jose Calderon,TOR,None,Spain,-3.70,40.416,Undrafted,Undrafted,Undrafted
Marc Gasol,MEM,None,Spain,-3.70,40.416,2007,2,48
Pau Gasol,LAL,None,Spain,-3.70,40.416,2001,1,3
Ricky Rubio,MIN,None,Spain,-3.70,40.416,2009,1,5
Rudy Fernandez,DEN,None,Spain,-3.70,40.416,2007,1,24
Kelenna Azubuike,DAL,Kentucky,United Kingdom,-1.080,53.95,Undrafted,Undrafted,Undrafted
Luol Deng,CHI,Duke,United Kingdom,-1.080,53.95,2004,1,7
Kyrylo Fesenko,IND,None,Ukraine,37.80,48.00,2007,2,38
Linas Kleiza,TOR,Missouri,Lithuania,25.27,54.68,2005,1,27
Luc Mbah a Moute,MIL,UCLA,Cameroon,9.78,4.06,2008,2,37
Marcin Gortat,PHX,None,Poland,21.017,52.237,2005,2,57
Nikola Pekovic,MIN,None,Montenegro,19.26,42.44,2008,2,31
Nikola Vucevic,PHI,Southern California,Montenegro,19.26,42.44,2011,1,16
Sasha Pavlovic,BOS,None,Montenegro,19.26,42.44,2003,1,19
Omri Casspi,CLE,None,Israel,35.21,31.77,2009,1,23
Raja Bell,UTA,Florida International,US Virgin Islands,-83.82,34.29,Undrafted,Undrafted,Undrafted
Tim Duncan,SAS,Wake Forest,US Virgin Islands,-83.82,34.29,1997,1,1
Samuel Dalembert,HOU,Seton Hall,Haiti,-72.333,18.53,2001,1,26
Serge Ibaka,OKC,None,Republic of the Congo,15.82,-0.228,2008,1,24
Solomon Alabi,TOR,Florida State,Nigeria,7.49,9.072,2010,2,50
Thabo Sefolosha,OKC,None,Switzerland,6.14,46.204,2006,1,13
Timofey Mozgov,DEN,None,Russia,55.75,37.61,Undrafted,Undrafted,Undrafted
Yi Jianlian,DAL,None,China,116.38,39.916,2007,1,6
Zaza Pachulia,ATL,None,Georgia,44.78,41.71,2003,2,42
