PLAYER,TEAM,COLLEGE,COUNTRY,lon,lat,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER
Goran Dragic,MIA,None,Slovenia,14.50,46.05,2008,2,45
Zoran Dragic,MIA,None,Slovenia,14.50,46.05,Undrafted,Undrafted,Undrafted
Bismack Biyombo,CHA,None,DRC,15.82,-0.228,2011,1,7
Bojan Bogdanovic,BKN,None,Croatia,15.96,45.815,2011,2,31
Damjan Rudez,IND,None,Croatia,15.96,45.815,Undrafted,Undrafted,Undrafted
Clint Capela,HOU,None,Switzerland,6.14,46.204,2014,1,25
Thabo Sefolosha,ATL,None,Switzerland,6.14,46.204,2006,1,13
Dennis Schroder,ATL,None,Germany,11.43,48.77,2013,1,17
Dirk Nowitzki,DAL,None,Germany,11.43,48.77,1998,1,9
Donatas Motiejunas,HOU,None,Lithuania,25.27,54.68,2011,1,20
Jonas Valanciunas,TOR,None,Lithuania,25.27,54.68,2011,1,5
Enes Freedom,OKC,None,Turkey,28.97,41.01,2011,1,3
Ersan Ilyasova,MIL,None,Turkey,28.97,41.01,2005,2,36
Furkan Aldemir,PHI,None,Turkey,28.97,41.01,2012,2,53
Hedo Turkoglu,LAC,None,Turkey,28.97,41.01,2000,1,16
Omer Asik,NOP,None,Turkey,28.97,41.01,2008,2,36
Festus Ezeli,GSW,Vanderbilt,Nigeria,7.49,9.072,2012,1,30
Gal Mekel,DAL,Wichita State,Israel,35.21,31.77,Undrafted,Undrafted,Undrafted
Omri Casspi,SAC,None,Israel,35.21,31.77,2009,1,23
Giannis Antetokounmpo,MIL,None,Greece,23.72,37.98,2013,1,15
Kostas Papanikolaou,HOU,None,Greece,23.72,37.98,2012,2,48
Gorgui Dieng,MIN,Louisville,Senegal,-17.4676,14.7166,2013,1,21
Greivis Vasquez,TOR,Maryland,Venezuela,-66.91,10.500,2010,1,28
J.J. Barea,DAL,Northeastern,Puerto Rico,-66.664,18.200,Undrafted,Undrafted,Undrafted
Jeffery Taylor,CHA,Vanderbilt,Sweden,18.06,59.33,2012,2,31
Jonas Jerebko,BOS,None,Sweden,18.06,59.33,2009,2,39
Jerome Jordan,BKN,Tulsa,Jamaica,-77.89,18.47,2010,2,44
Joel Freeland,POR,None,United Kingdom,-1.080,53.95,2006,1,30
Luol Deng,MIA,Duke,United Kingdom,-1.080,53.95,2004,1,7
Jorge Gutierrez,MIL,California,Mexico,-99.1332,19.432,Undrafted,Undrafted,Undrafted
Jose Calderon,NYK,None,Spain,-3.70,40.416,Undrafted,Undrafted,Undrafted
Marc Gasol,MEM,None,Spain,-3.70,40.416,2007,2,48
Pau Gasol,CHI,None,Spain,-3.70,40.416,2001,1,3
Ricky Rubio,MIN,None,Spain,-3.70,40.416,2009,1,5
Victor Claver,POR,None,Spain,-3.70,40.416,2009,1,22
Jusuf Nurkic,DEN,None,Bosnia and Herzegovina,18.41,43.856,2014,1,16
Mirza Teletovic,BKN,None,Bosnia and Herzegovina,18.41,43.856,Undrafted,Undrafted,Undrafted
Luc Mbah a Moute,PHI,UCLA,Cameroon,9.78,4.06,2008,2,37
Luis Scola,IND,None,Argentina,-58.38,-34.6,2002,2,55
Manu Ginobili,SAS,None,Argentina,-58.38,-34.6,1999,2,57
Pablo Prigioni,HOU,None,Argentina,-58.38,-34.6,Undrafted,Undrafted,Undrafted
Marcin Gortat,WAS,None,Poland,21.017,52.237,2005,2,57
Miroslav Raduljica,MIN,None,Serbia,20.45,44.78,Undrafted,Undrafted,Undrafted
Ognjen Kuzmic,GSW,None,Serbia,20.45,44.78,2012,2,52
Nikola Mirotic,CHI,None,Montenegro,19.26,42.44,2011,1,23
Nikola Pekovic,MIN,None,Montenegro,19.26,42.44,2008,2,31
Nikola Vucevic,ORL,Southern California,Montenegro,19.26,42.44,2011,1,16
Pero Antic,ATL,None,Macedonia,20.71,41.04,Undrafted,Undrafted,Undrafted
Samuel Dalembert,NYK,Seton Hall,Haiti,-72.333,18.53,2001,1,26
Serge Ibaka,OKC,None,Republic of the Congo,15.82,-0.228,2008,1,24
Steven Adams,OKC,Pittsburgh,New Zealand,174.77,-41.27,2013,1,12
Tim Duncan,SAS,Wake Forest,US Virgin Islands,-83.82,34.29,1997,1,1
Zaza Pachulia,MIL,None,Georgia,44.78,41.71,2003,2,42
